refArea,Illiteracy,SchoolDropout,Observation URI,references,University,publisher,Secondary,Intermediate,Vocational,Elementary,HigherEducation,Town,dataset,Governorate,District
https://dbpedia.org/page/North_Governorate,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Metrit,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,35.0,10.0,10.0,10.0,10.0,Metrit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mghairiyeh+Ech-Chouf,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,25.0,30.0,15.0,10.0,,Mghairiyeh Ech-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/Byblos_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mghayreh+Jbeil,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Mghayreh Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Marjeyoun_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mhaibib,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Mhaibib,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,Marjeyoun District
https://dbpedia.org/page/Beqaa_Governorate,15.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mhaiydseh+Rachaya,https://impact.cib.gov.lb/home#open_data_section,16.0,Impact Open Data,15.0,25.0,9.0,18.0,2.0,Mhaiydseh Rachaya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Beqaa Governorate,
https://dbpedia.org/page/Akkar_Governorate,20.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mhammaret,https://impact.cib.gov.lb/home#open_data_section,8.0,Impact Open Data,10.0,15.0,10.0,35.0,2.0,Mhammaret,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/South_Governorate,5.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mharbiyeh,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,20.0,10.0,20.0,5.0,Mharbiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
http://dbpedia.org/resource/Byblos_District,2.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Michmich+Jbeil,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,10.0,27.0,2.0,10.0,1.0,Michmich Jbeil,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
https://dbpedia.org/page/South_Governorate,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Midane+Jezzine,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,20.0,5.0,10.0,5.0,Midane Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
"http://dbpedia.org/resource/Tripoli_District,_Lebanon",5.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mina+,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,40.0,5.0,15.0,10.0,5.0,Mina,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,"Tripoli District, Lebanon"
http://dbpedia.org/resource/MiniyehâDanniyeh_District,4.0,20.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Minie,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,15.0,30.0,5.0,40.0,1.0,Minie,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,MiniyehâDanniyeh District
https://dbpedia.org/page/Akkar_Governorate,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Minyara,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,25.0,40.0,10.0,5.0,9.0,Minyara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Zgharta_District,200.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Miriata,https://impact.cib.gov.lb/home#open_data_section,500.0,Impact Open Data,2000.0,6000.0,500.0,4000.0,0.0,Miriata,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Zgharta District
http://dbpedia.org/resource/Sidon_District,5.0,20.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Miyeh+ou+Miyeh,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,10.0,25.0,10.0,20.0,5.0,Miyeh Ou Miyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Sidon District
http://dbpedia.org/resource/Zgharta_District,2.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Miziara,https://impact.cib.gov.lb/home#open_data_section,40.0,Impact Open Data,11.0,7.0,15.0,5.0,20.0,Miziara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Zgharta District
https://dbpedia.org/page/South_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mjaydel+Jezzine,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,10.0,20.0,10.0,10.0,Mjaydel Jezzine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
https://dbpedia.org/page/South_Governorate,0.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mlikh,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,20.0,20.0,10.0,20.0,5.0,Mlikh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
https://dbpedia.org/page/Mount_Lebanon_Governorate,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mohtaqra,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Mohtaqra,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
https://dbpedia.org/page/Akkar_Governorate,30.0,8.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Moqaylbeh,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,10.0,10.0,17.0,3.0,Moqaylbeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/Baalbek-Hermel_Governorate,50.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Moqraq,https://impact.cib.gov.lb/home#open_data_section,2.0,Impact Open Data,20.0,10.0,8.0,10.0,0.0,Moqraq,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Baalbek-Hermel Governorate,
http://dbpedia.org/resource/Matn_District,10.0,20.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Moshrea,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,10.0,30.0,10.0,20.0,10.0,Moshrea,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/MiniyehâDanniyeh_District,10.0,15.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Motel,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,10.0,20.0,5.0,30.0,10.0,Motel,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,MiniyehâDanniyeh District
https://dbpedia.org/page/Akkar_Governorate,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mouanse,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,20.0,40.0,15.0,10.0,0.0,Mouanse,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.0,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Moukhtara,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Moukhtara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
https://dbpedia.org/page/Akkar_Governorate,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mounjez,https://impact.cib.gov.lb/home#open_data_section,9.0,Impact Open Data,9.0,50.0,10.0,20.0,1.0,Mounjez,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Byblos_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mounsef,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Mounsef,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
https://dbpedia.org/page/Akkar_Governorate,5.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mqaiteaa,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,15.0,32.0,4.0,38.0,1.0,Mqaiteaa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/South_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrah+El-Hbasse,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,30.0,10.0,10.0,10.0,20.0,Mrah El-Hbasse,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
http://dbpedia.org/resource/MiniyehâDanniyeh_District,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrah+Es-Sfire,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,10.0,20.0,10.0,5.0,Mrah Es-Sfire,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,MiniyehâDanniyeh District
http://dbpedia.org/resource/MiniyehâDanniyeh_District,10.0,20.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrah+Es-Srayj,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,10.0,20.0,10.0,10.0,Mrah Es-Srayj,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,MiniyehâDanniyeh District
http://dbpedia.org/resource/Batroun_District,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrah+Ez+Ziyat,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,20.0,15.0,9.0,20.0,10.0,Mrah Ez Ziyat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Batroun District
https://dbpedia.org/page/Akkar_Governorate,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrah+Kwakh,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,15.0,20.0,15.0,25.0,5.0,Mrah Kwakh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Aley_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mraijat,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,20.0,10.0,20.0,5.0,15.0,Mraijat,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Aley District
http://dbpedia.org/resource/ZahlÃ©_District,1.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrayjat+Zahleh,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,15.0,25.0,15.0,19.0,5.0,Mrayjat Zahleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,ZahlÃ© District
https://dbpedia.org/page/Mount_Lebanon_Governorate,2.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mristi,https://impact.cib.gov.lb/home#open_data_section,40.0,Impact Open Data,20.0,5.0,10.0,3.0,20.0,Mristi,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/Matn_District,0.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mrouj,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,25.0,10.0,15.0,10.0,5.0,Mrouj,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/Matn_District,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mtayleb,https://impact.cib.gov.lb/home#open_data_section,40.0,Impact Open Data,25.0,10.0,5.0,10.0,5.0,Mtayleb,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
https://dbpedia.org/page/Mount_Lebanon_Governorate,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mtolleh,https://impact.cib.gov.lb/home#open_data_section,26.0,Impact Open Data,20.0,30.0,15.0,5.0,3.0,Mtolleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/Zgharta_District,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Mzraat+Kefraya,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,10.0,30.0,5.0,30.0,4.0,Mzraat Kefraya,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,Zgharta District
https://dbpedia.org/page/Nabatieh_Governorate,9.3,9.4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabatiyeh,https://impact.cib.gov.lb/home#open_data_section,17.8,Impact Open Data,20.5,23.4,5.6,21.0,2.4,Nabatiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Nabatieh Governorate,
https://dbpedia.org/page/Nabatieh_Governorate,10.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabatiyeh+El-Faouka,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,15.0,15.0,15.0,20.0,10.0,Nabatiyeh El-Faouka,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Nabatieh Governorate,
http://dbpedia.org/resource/Matn_District,,,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabay,https://impact.cib.gov.lb/home#open_data_section,,Impact Open Data,,,,,,Nabay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
https://dbpedia.org/page/Baalbek-Hermel_Governorate,10.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabha+Ed-Damdoum,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,15.0,25.0,15.0,20.0,5.0,Nabha Ed-Damdoum,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Baalbek-Hermel Governorate,
https://dbpedia.org/page/Baalbek-Hermel_Governorate,15.0,30.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabha+Mehfara,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,20.0,10.0,20.0,5.0,Nabha Mehfara,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Baalbek-Hermel Governorate,
https://dbpedia.org/page/Baalbek-Hermel_Governorate,10.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabha+Qoudam,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,10.0,20.0,10.0,10.0,Nabha Qoudam,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Baalbek-Hermel Governorate,
http://dbpedia.org/resource/ZahlÃ©_District,2.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabi+Ayla,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,16.0,25.0,5.0,35.0,2.0,Nabi Ayla,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,ZahlÃ© District
https://dbpedia.org/page/Baalbek-Hermel_Governorate,2.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabi+Chit,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,25.0,35.0,15.0,8.0,5.0,Nabi Chit,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Baalbek-Hermel Governorate,
https://dbpedia.org/page/Baalbek-Hermel_Governorate,20.0,20.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nabi+Osmane,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,10.0,30.0,10.0,20.0,5.0,Nabi Osmane,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Baalbek-Hermel Governorate,
https://dbpedia.org/page/Baalbek-Hermel_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nahleh+Baalbek,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,25.0,25.0,20.0,8.0,2.0,Nahleh Baalbek,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Baalbek-Hermel Governorate,
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.0,30.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nahmeh,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,25.0,20.0,10.0,10.0,5.0,Nahmeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/Byblos_District,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nahr+Ibrahim,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,25.0,20.0,10.0,20.0,5.0,Nahr Ibrahim,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Byblos District
http://dbpedia.org/resource/Sidon_District,10.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Najjariyeh,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,15.0,15.0,15.0,20.0,10.0,Najjariyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Sidon District
https://dbpedia.org/page/North_Governorate,1.0,2.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nakhleh,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,20.0,22.0,10.0,27.0,5.0,Nakhleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,North Governorate,
https://dbpedia.org/page/Akkar_Governorate,4.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Naoura+El-Faouqa,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,20.0,25.0,20.0,20.0,1.0,Naoura El-Faouqa,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/ZahlÃ©_District,30.0,5.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nasriyet+Zahleh,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,10.0,30.0,5.0,20.0,0.0,Nasriyet Zahleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,ZahlÃ© District
https://dbpedia.org/page/Akkar_Governorate,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nfisseh,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,19.0,20.0,10.0,10.0,Nfisseh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/Mount_Lebanon_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Niha+El-Chouf,https://impact.cib.gov.lb/home#open_data_section,15.0,Impact Open Data,33.0,25.0,10.0,15.0,2.0,Niha El-Chouf,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/ZahlÃ©_District,0.0,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Niha+Zahleh,https://impact.cib.gov.lb/home#open_data_section,25.0,Impact Open Data,10.0,20.0,15.0,20.0,10.0,Niha Zahleh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,ZahlÃ© District
http://dbpedia.org/resource/MiniyehâDanniyeh_District,14.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nimrine,https://impact.cib.gov.lb/home#open_data_section,3.0,Impact Open Data,15.0,25.0,7.0,35.0,1.0,Nimrine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,MiniyehâDanniyeh District
https://dbpedia.org/page/Nabatieh_Governorate,4.0,0.2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Nmairiyeh,https://impact.cib.gov.lb/home#open_data_section,18.0,Impact Open Data,22.0,17.0,19.0,16.0,4.0,Nmairiyeh,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Nabatieh Governorate,
https://dbpedia.org/page/Akkar_Governorate,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouada,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,15.0,25.0,7.0,35.0,3.0,Ouada,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
https://dbpedia.org/page/South_Governorate,0.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Baanqoudaine,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,15.0,30.0,5.0,18.0,2.0,Ouadi Baanqoudaine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
https://dbpedia.org/page/Mount_Lebanon_Governorate,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Banhlay,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,15.0,25.0,13.0,30.0,2.0,Ouadi Banhlay,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
http://dbpedia.org/resource/Matn_District,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Chahine,https://impact.cib.gov.lb/home#open_data_section,65.0,Impact Open Data,0.0,20.0,5.0,0.0,5.0,Ouadi Chahine,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
http://dbpedia.org/resource/Baabda_District,1.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Chahrour+El+Aaoulia,https://impact.cib.gov.lb/home#open_data_section,20.0,Impact Open Data,20.0,30.0,10.0,10.0,9.0,Ouadi Chahrour El Aaoulia,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Baabda District
http://dbpedia.org/resource/Baabda_District,0.5,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Chahrour+Es-Soufla,https://impact.cib.gov.lb/home#open_data_section,38.0,Impact Open Data,20.0,15.0,15.0,4.0,7.5,Ouadi Chahrour Es-Soufla,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,Baabda District
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Ed-Deir,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,15.0,30.0,10.0,30.0,4.0,Ouadi Ed-Deir,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
https://dbpedia.org/page/Akkar_Governorate,5.0,10.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+El-Haour,https://impact.cib.gov.lb/home#open_data_section,10.0,Impact Open Data,15.0,25.0,10.0,35.0,0.0,Ouadi El-Haour,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Akkar Governorate,
http://dbpedia.org/resource/Matn_District,10.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+El-Karm+El-Matn,https://impact.cib.gov.lb/home#open_data_section,5.0,Impact Open Data,30.0,20.0,20.0,10.0,5.0,Ouadi El-Karm El-Matn,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,,Matn District
https://dbpedia.org/page/South_Governorate,9.9,1.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+El-Laymoun,https://impact.cib.gov.lb/home#open_data_section,35.0,Impact Open Data,20.0,15.0,10.0,10.0,0.1,Ouadi El-Laymoun,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,South Governorate,
https://dbpedia.org/page/Mount_Lebanon_Governorate,5.0,0.0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Ouadi+Es-Sitt,https://impact.cib.gov.lb/home#open_data_section,30.0,Impact Open Data,0.0,30.0,30.0,0.0,5.0,Ouadi Es-Sitt,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Level-Lebanon-2023,Mount Lebanon Governorate,
